"FileName","BaseName","Extension","DirectoryName","FullPath"
"DailyChallengeDetailPage.tsx.bak_20260103_134206","DailyChallengeDetailPage.tsx",".bak_20260103_134206","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260103_134206"
"DailyChallengeDetailPage.tsx.bak_20260103_145739","DailyChallengeDetailPage.tsx",".bak_20260103_145739","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260103_145739"
"DailyChallengeDetailPage.tsx.bak_display_streak_20260102_160805","DailyChallengeDetailPage.tsx",".bak_display_streak_20260102_160805","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_20260102_160805"
"DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163436","DailyChallengeDetailPage.tsx",".bak_display_streak_safe_20260102_163436","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163436"
"DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163459","DailyChallengeDetailPage.tsx",".bak_display_streak_safe_20260102_163459","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163459"
"DailyChallengeDetailPage.tsx.bak_display_streak_v2_20260102_161655","DailyChallengeDetailPage.tsx",".bak_display_streak_v2_20260102_161655","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_v2_20260102_161655"
"DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218","DailyChallengeDetailPage.tsx",".bak_display_streak_v3_20260102_164218","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218"
"DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153","DailyChallengeDetailPage.tsx",".bak_progressstate_20260102_172153","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257","DailyChallengeDetailPage.tsx",".bak_sepfix_20260102_201257","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317","DailyChallengeDetailPage.tsx",".bak_sepfix_20260102_201317","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317"
"DailyChallengeDetailPage.tsx.bak_status_20251224_150509","DailyChallengeDetailPage.tsx",".bak_status_20251224_150509","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_status_20251224_150509"
"DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747","DailyChallengeDetailPage.tsx",".bak_trackC_sepfix_20260102_195747","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458","DailyChallengeDetailPage.tsx",".bak_trackC_ux_20260102_165458","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458"
"DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759","DailyChallengeDetailPage.tsx",".bak_trackc_ux_20260102_175759","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453","DailyChallengeDetailPage.tsx",".bak_trackC_ux_20260102_181453","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_v2_20260102_181547","DailyChallengeDetailPage.tsx",".bak_trackC_ux_v2_20260102_181547","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_v2_20260102_181547"
"DailyChallengeHomeCard.tsx","DailyChallengeHomeCard",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\DailyChallengeHomeCard.tsx"
"models.ts","models",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\daily-challenge\models.ts"
"api.QUARANTINED.ts","api.QUARANTINED",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\lib","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\lib\api.QUARANTINED.ts"
"auth.ts","auth",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\lib","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\lib\auth.ts"
"Daily.tsx","Daily",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\Daily.tsx"
"Dashboard.tsx","Dashboard",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\Dashboard.tsx"
"Progress.tsx","Progress",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\Progress.tsx"
"Progress.tsx.bak_status_20251224_150630","Progress.tsx",".bak_status_20251224_150630","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\Progress.tsx.bak_status_20251224_150630"
"PuzzlesPlay.tsx","PuzzlesPlay",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\PuzzlesPlay.tsx"
"SolvePuzzle.tsx","SolvePuzzle",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx"
"SolvePuzzle.tsx.bak_20251231_102707","SolvePuzzle.tsx",".bak_20251231_102707","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20251231_102707"
"SolvePuzzle.tsx.bak_20251231_125517","SolvePuzzle.tsx",".bak_20251231_125517","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20251231_125517"
"SolvePuzzle.tsx.bak_20251231_131205","SolvePuzzle.tsx",".bak_20251231_131205","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20251231_131205"
"SolvePuzzle.tsx.bak_20260101_120521","SolvePuzzle.tsx",".bak_20260101_120521","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260101_120521"
"SolvePuzzle.tsx.bak_20260101_132404","SolvePuzzle.tsx",".bak_20260101_132404","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260101_132404"
"SolvePuzzle.tsx.bak_20260101_133726","SolvePuzzle.tsx",".bak_20260101_133726","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260101_133726"
"SolvePuzzle.tsx.bak_20260103_115926","SolvePuzzle.tsx",".bak_20260103_115926","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260103_115926"
"SolvePuzzle.tsx.bak_20260103_145739","SolvePuzzle.tsx",".bak_20260103_145739","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260103_145739"
"SolvePuzzle.tsx.bak_20260103_151039","SolvePuzzle.tsx",".bak_20260103_151039","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260103_151039"
"SolvePuzzle.tsx.bak_20260103_151254","SolvePuzzle.tsx",".bak_20260103_151254","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260103_151254"
"SolvePuzzle.tsx.bak_20260103_151557","SolvePuzzle.tsx",".bak_20260103_151557","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\pages\SolvePuzzle.tsx.bak_20260103_151557"
"ProgressPage.tsx","ProgressPage",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\progress","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\progress\ProgressPage.tsx"
"phase5.registry.ts","phase5.registry",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\puzzles\phase5","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\puzzles\phase5\phase5.registry.ts"
"env.test.ts","env.test",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test\env.test.ts"
"setup.ts","setup",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test\setup.ts"
"smoke.test.ts","smoke.test",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\test\smoke.test.ts"
"api.js","api",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\api.js"
"App.backup.js","App.backup",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\App.backup.js"
"App.js","App",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\App.js"
"auth.js","auth",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\auth.js"
"dailyChallengeApi.js","dailyChallengeApi",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\dailyChallengeApi.js"
"DailyChallengeDetailPage.js","DailyChallengeDetailPage",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\DailyChallengeDetailPage.js"
"DailyChallengeHomeCard.js","DailyChallengeHomeCard",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\DailyChallengeHomeCard.js"
"ErrorBanner.js","ErrorBanner",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\ErrorBanner.js"
"ErrorBoundary.js","ErrorBoundary",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\ErrorBoundary.js"
"GamePanel.js","GamePanel",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\GamePanel.js"
"HealthPanel.js","HealthPanel",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\HealthPanel.js"
"main.js","main",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\main.js"
"models.js","models",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\models.js"
"ProgressPanel.js","ProgressPanel",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\ProgressPanel.js"
"ResultBanner.js","ResultBanner",".js","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_110518\_legacy_js_backup_20251208\ResultBanner.js"
"api.ts","api",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts"
"api.ts.bak_20260101_162148","api.ts",".bak_20260101_162148","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_162148"
"api.ts.bak_20260101_162203","api.ts",".bak_20260101_162203","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_162203"
"api.ts.bak_20260101_162751","api.ts",".bak_20260101_162751","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_162751"
"api.ts.bak_20260101_163032","api.ts",".bak_20260101_163032","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_163032"
"api.ts.bak_20260101_163613","api.ts",".bak_20260101_163613","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_163613"
"api.ts.bak_20260101_165651","api.ts",".bak_20260101_165651","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\api.ts.bak_20260101_165651"
"App.backup.tsx","App.backup",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.backup.tsx"
"App.css","App",".css","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.css"
"App.tsx","App",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx"
"App.tsx.bak_20251230_192922","App.tsx",".bak_20251230_192922","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251230_192922"
"App.tsx.bak_20251230_213805","App.tsx",".bak_20251230_213805","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251230_213805"
"App.tsx.bak_20251230_215304","App.tsx",".bak_20251230_215304","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251230_215304"
"App.tsx.bak_20251231_102707","App.tsx",".bak_20251231_102707","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251231_102707"
"App.tsx.bak_20251231_104745","App.tsx",".bak_20251231_104745","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251231_104745"
"App.tsx.bak_20251231_110131","App.tsx",".bak_20251231_110131","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251231_110131"
"App.tsx.bak_20251231_111800","App.tsx",".bak_20251231_111800","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\App.tsx.bak_20251231_111800"
"auth.ts","auth",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\auth.ts"
"env.d.ts","env.d",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\env.d.ts"
"env_probe.ts","env_probe",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\env_probe.ts"
"index.css","index",".css","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\index.css"
"main.tsx","main",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\main.tsx"
"main.tsx.bak_20251231_111800","main.tsx",".bak_20251231_111800","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\main.tsx.bak_20251231_111800"
"main.tsx.bak_20251231_112946","main.tsx",".bak_20251231_112946","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\main.tsx.bak_20251231_112946"
"vite-env.d.ts","vite-env.d",".ts","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\vite-env.d.ts"
"react.svg","react",".svg","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\assets","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\assets\react.svg"
"DailyCompletionCard.tsx","DailyCompletionCard",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\DailyCompletionCard.tsx"
"ErrorBanner.tsx","ErrorBanner",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\ErrorBanner.tsx"
"ErrorBoundary.tsx","ErrorBoundary",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\ErrorBoundary.tsx"
"GamePanel.tsx","GamePanel",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\GamePanel.tsx"
"HealthPanel.tsx","HealthPanel",".tsx","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\HealthPanel.tsx"
"HealthPanel.tsx.bak_20251230_201756","HealthPanel.tsx",".bak_20251230_201756","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\HealthPanel.tsx.bak_20251230_201756"
"HealthPanel.tsx.bak_20251230_202353","HealthPanel.tsx",".bak_20251230_202353","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components","C:\Projects\MindLab_Starter_Project\__BASELINE_FRONTEND_PHASE5_20260104_113049\components\HealthPanel.tsx.bak_20251230_202353"
