"FileName","BaseName","FullPath","LowerFileName","LowerBaseName"
"DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218","dailychallengedetailpage.tsx.bak_display_streak_v3_20260102_164218","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153","dailychallengedetailpage.tsx.bak_progressstate_20260102_172153","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257","dailychallengedetailpage.tsx.bak_sepfix_20260102_201257","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317","dailychallengedetailpage.tsx.bak_sepfix_20260102_201317","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_status_20251224_150509","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_status_20251224_150509","dailychallengedetailpage.tsx.bak_status_20251224_150509","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747","dailychallengedetailpage.tsx.bak_trackc_sepfix_20260102_195747","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_165458","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_175759","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_181453","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_v2_20260102_181547","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_v2_20260102_181547","dailychallengedetailpage.tsx.bak_trackc_ux_v2_20260102_181547","dailychallengedetailpage.tsx"
"DailyChallengeHomeCard.tsx","DailyChallengeHomeCard","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\DailyChallengeHomeCard.tsx","dailychallengehomecard.tsx","dailychallengehomecard"
"models.ts","models","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\daily-challenge\models.ts","models.ts","models"
"api.QUARANTINED.ts","api.QUARANTINED","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\lib\api.QUARANTINED.ts","api.quarantined.ts","api.quarantined"
"auth.ts","auth","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\lib\auth.ts","auth.ts","auth"
"Daily.tsx","Daily","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\Daily.tsx","daily.tsx","daily"
"Dashboard.tsx","Dashboard","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\Dashboard.tsx","dashboard.tsx","dashboard"
"Progress.tsx","Progress","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\Progress.tsx","progress.tsx","progress"
"Progress.tsx.bak_status_20251224_150630","Progress.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\Progress.tsx.bak_status_20251224_150630","progress.tsx.bak_status_20251224_150630","progress.tsx"
"PuzzlesPlay.tsx","PuzzlesPlay","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\PuzzlesPlay.tsx","puzzlesplay.tsx","puzzlesplay"
"SolvePuzzle.tsx","SolvePuzzle","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx","solvepuzzle.tsx","solvepuzzle"
"SolvePuzzle.tsx.bak_20251231_102707","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20251231_102707","solvepuzzle.tsx.bak_20251231_102707","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20251231_125517","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20251231_125517","solvepuzzle.tsx.bak_20251231_125517","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20251231_131205","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20251231_131205","solvepuzzle.tsx.bak_20251231_131205","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20260101_120521","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20260101_120521","solvepuzzle.tsx.bak_20260101_120521","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20260101_132404","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20260101_132404","solvepuzzle.tsx.bak_20260101_132404","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20260101_133726","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20260101_133726","solvepuzzle.tsx.bak_20260101_133726","solvepuzzle.tsx"
"SolvePuzzle.tsx.bak_20260103_115926","SolvePuzzle.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\pages\SolvePuzzle.tsx.bak_20260103_115926","solvepuzzle.tsx.bak_20260103_115926","solvepuzzle.tsx"
"ProgressPage.tsx","ProgressPage","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\progress\ProgressPage.tsx","progresspage.tsx","progresspage"
"phase5.registry.ts","phase5.registry","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\puzzles\phase5\phase5.registry.ts","phase5.registry.ts","phase5.registry"
"env.test.ts","env.test","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\test\env.test.ts","env.test.ts","env.test"
"setup.ts","setup","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\test\setup.ts","setup.ts","setup"
"smoke.test.ts","smoke.test","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\test\smoke.test.ts","smoke.test.ts","smoke.test"
"api.js","api","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\api.js","api.js","api"
"App.backup.js","App.backup","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\App.backup.js","app.backup.js","app.backup"
"App.js","App","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\App.js","app.js","app"
"auth.js","auth","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\auth.js","auth.js","auth"
"dailyChallengeApi.js","dailyChallengeApi","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\dailyChallengeApi.js","dailychallengeapi.js","dailychallengeapi"
"DailyChallengeDetailPage.js","DailyChallengeDetailPage","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\DailyChallengeDetailPage.js","dailychallengedetailpage.js","dailychallengedetailpage"
"DailyChallengeHomeCard.js","DailyChallengeHomeCard","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\DailyChallengeHomeCard.js","dailychallengehomecard.js","dailychallengehomecard"
"ErrorBanner.js","ErrorBanner","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\ErrorBanner.js","errorbanner.js","errorbanner"
"ErrorBoundary.js","ErrorBoundary","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\ErrorBoundary.js","errorboundary.js","errorboundary"
"GamePanel.js","GamePanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\GamePanel.js","gamepanel.js","gamepanel"
"HealthPanel.js","HealthPanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\HealthPanel.js","healthpanel.js","healthpanel"
"main.js","main","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\main.js","main.js","main"
"models.js","models","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\models.js","models.js","models"
"ProgressPanel.js","ProgressPanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\ProgressPanel.js","progresspanel.js","progresspanel"
"ResultBanner.js","ResultBanner","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE3_20260103_133742\_legacy_js_backup_20251208\ResultBanner.js","resultbanner.js","resultbanner"
"api.ts","api","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts","api.ts","api"
"api.ts.bak_20260101_162148","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_162148","api.ts.bak_20260101_162148","api.ts"
"api.ts.bak_20260101_162203","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_162203","api.ts.bak_20260101_162203","api.ts"
"api.ts.bak_20260101_162751","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_162751","api.ts.bak_20260101_162751","api.ts"
"api.ts.bak_20260101_163032","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_163032","api.ts.bak_20260101_163032","api.ts"
"api.ts.bak_20260101_163613","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_163613","api.ts.bak_20260101_163613","api.ts"
"api.ts.bak_20260101_165651","api.ts","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\api.ts.bak_20260101_165651","api.ts.bak_20260101_165651","api.ts"
"App.backup.tsx","App.backup","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.backup.tsx","app.backup.tsx","app.backup"
"App.css","App","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.css","app.css","app"
"App.tsx","App","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx","app.tsx","app"
"App.tsx.bak_20251230_192922","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251230_192922","app.tsx.bak_20251230_192922","app.tsx"
"App.tsx.bak_20251230_213805","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251230_213805","app.tsx.bak_20251230_213805","app.tsx"
"App.tsx.bak_20251230_215304","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251230_215304","app.tsx.bak_20251230_215304","app.tsx"
"App.tsx.bak_20251231_102707","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251231_102707","app.tsx.bak_20251231_102707","app.tsx"
"App.tsx.bak_20251231_104745","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251231_104745","app.tsx.bak_20251231_104745","app.tsx"
"App.tsx.bak_20251231_110131","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251231_110131","app.tsx.bak_20251231_110131","app.tsx"
"App.tsx.bak_20251231_111800","App.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\App.tsx.bak_20251231_111800","app.tsx.bak_20251231_111800","app.tsx"
"auth.ts","auth","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\auth.ts","auth.ts","auth"
"env.d.ts","env.d","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\env.d.ts","env.d.ts","env.d"
"env_probe.ts","env_probe","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\env_probe.ts","env_probe.ts","env_probe"
"index.css","index","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\index.css","index.css","index"
"main.tsx","main","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\main.tsx","main.tsx","main"
"main.tsx.bak_20251231_111800","main.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\main.tsx.bak_20251231_111800","main.tsx.bak_20251231_111800","main.tsx"
"main.tsx.bak_20251231_112946","main.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\main.tsx.bak_20251231_112946","main.tsx.bak_20251231_112946","main.tsx"
"vite-env.d.ts","vite-env.d","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\vite-env.d.ts","vite-env.d.ts","vite-env.d"
"react.svg","react","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\assets\react.svg","react.svg","react"
"DailyCompletionCard.tsx","DailyCompletionCard","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\DailyCompletionCard.tsx","dailycompletioncard.tsx","dailycompletioncard"
"ErrorBanner.tsx","ErrorBanner","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\ErrorBanner.tsx","errorbanner.tsx","errorbanner"
"ErrorBoundary.tsx","ErrorBoundary","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\ErrorBoundary.tsx","errorboundary.tsx","errorboundary"
"GamePanel.tsx","GamePanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\GamePanel.tsx","gamepanel.tsx","gamepanel"
"HealthPanel.tsx","HealthPanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx","healthpanel.tsx","healthpanel"
"HealthPanel.tsx.bak_20251230_201756","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251230_201756","healthpanel.tsx.bak_20251230_201756","healthpanel.tsx"
"HealthPanel.tsx.bak_20251230_202353","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251230_202353","healthpanel.tsx.bak_20251230_202353","healthpanel.tsx"
"HealthPanel.tsx.bak_20251231_102707","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251231_102707","healthpanel.tsx.bak_20251231_102707","healthpanel.tsx"
"HealthPanel.tsx.bak_20251231_110131","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251231_110131","healthpanel.tsx.bak_20251231_110131","healthpanel.tsx"
"HealthPanel.tsx.bak_20251231_120525","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251231_120525","healthpanel.tsx.bak_20251231_120525","healthpanel.tsx"
"HealthPanel.tsx.bak_20251231_122010","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251231_122010","healthpanel.tsx.bak_20251231_122010","healthpanel.tsx"
"HealthPanel.tsx.bak_20251231_124849","HealthPanel.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\HealthPanel.tsx.bak_20251231_124849","healthpanel.tsx.bak_20251231_124849","healthpanel.tsx"
"ProgressPanel.tsx","ProgressPanel","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\ProgressPanel.tsx","progresspanel.tsx","progresspanel"
"ResultBanner.tsx","ResultBanner","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\components\ResultBanner.tsx","resultbanner.tsx","resultbanner"
"dailyChallengeApi.ts","dailyChallengeApi","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\dailyChallengeApi.ts","dailychallengeapi.ts","dailychallengeapi"
"DailyChallengeDetailPage.tsx","DailyChallengeDetailPage","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx","dailychallengedetailpage.tsx","dailychallengedetailpage"
"DailyChallengeDetailPage.tsx.bak_20251231_144810","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20251231_144810","dailychallengedetailpage.tsx.bak_20251231_144810","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_132404","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_132404","dailychallengedetailpage.tsx.bak_20260101_132404","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_133726","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_133726","dailychallengedetailpage.tsx.bak_20260101_133726","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_141314","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_141314","dailychallengedetailpage.tsx.bak_20260101_141314","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_142505","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_142505","dailychallengedetailpage.tsx.bak_20260101_142505","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_155138","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_155138","dailychallengedetailpage.tsx.bak_20260101_155138","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260101_155815","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260101_155815","dailychallengedetailpage.tsx.bak_20260101_155815","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260103_132142","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260103_132142","dailychallengedetailpage.tsx.bak_20260103_132142","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_20260103_134206","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_20260103_134206","dailychallengedetailpage.tsx.bak_20260103_134206","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_display_streak_20260102_160805","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_20260102_160805","dailychallengedetailpage.tsx.bak_display_streak_20260102_160805","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163436","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163436","dailychallengedetailpage.tsx.bak_display_streak_safe_20260102_163436","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163459","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_safe_20260102_163459","dailychallengedetailpage.tsx.bak_display_streak_safe_20260102_163459","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_display_streak_v2_20260102_161655","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_v2_20260102_161655","dailychallengedetailpage.tsx.bak_display_streak_v2_20260102_161655","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_display_streak_v3_20260102_164218","dailychallengedetailpage.tsx.bak_display_streak_v3_20260102_164218","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_progressstate_20260102_172153","dailychallengedetailpage.tsx.bak_progressstate_20260102_172153","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201257","dailychallengedetailpage.tsx.bak_sepfix_20260102_201257","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_sepfix_20260102_201317","dailychallengedetailpage.tsx.bak_sepfix_20260102_201317","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_status_20251224_150509","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_status_20251224_150509","dailychallengedetailpage.tsx.bak_status_20251224_150509","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_sepfix_20260102_195747","dailychallengedetailpage.tsx.bak_trackc_sepfix_20260102_195747","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_165458","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_165458","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackc_ux_20260102_175759","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_175759","dailychallengedetailpage.tsx"
"DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453","DailyChallengeDetailPage.tsx","C:\Projects\MindLab_Starter_Project\_BASELINE_FRONTEND_PHASE4_20260103_135829\daily-challenge\DailyChallengeDetailPage.tsx.bak_trackC_ux_20260102_181453","dailychallengedetailpage.tsx.bak_trackc_ux_20260102_181453","dailychallengedetailpage.tsx"
