"RelativePath","Extension","SizeBytes","Priority","RecommendedPatchAction","PassFailRule"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1949\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251210_1959\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_1900\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2031\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-game-flow.spec.ts",".ts","1651","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251211_2155\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-game-flow.spec.ts",".ts","1651","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1838\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\daily-challenge.spec.ts",".ts","1171","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\daily-challenge-prod.spec.ts",".ts","845","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\health-and-puzzles.spec.ts",".ts","1654","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-basic.spec.ts",".ts","711","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-daily-result.spec.ts",".ts","1877","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-daily-solve.spec.ts",".ts","1639","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-daily-ui.spec.ts",".ts","2182","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-daily-ui-optional.spec.ts",".ts","691","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-game-flow.spec.ts",".ts","1651","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-health-ui.spec.ts",".ts","1010","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-prod.spec.ts",".ts","1169","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\mindlab-progress-ui.spec.ts",".ts","787","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\progress-api.spec.ts",".ts","1169","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\progress-ui.spec.ts",".ts","1553","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\fullcheck_20251212_1928\tests_e2e\puzzles-navigation.spec.ts",".ts","1547","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\manual_edits\Daily_PATCH_BACKUP_20251213_111716_Daily.tsx",".tsx","5867","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\manual_edits\DailyChallengeDetailPage_PATCH_BACKUP_20251213_113423.tsx",".tsx","4924","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\backups\manual_edits\DailyChallengeDetailPage_SOLVEUI_BACKUP_20251213_123034.tsx",".tsx","2278","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\package-lock.json",".json","109241","P3","DO_NOT_PATCH_UNLESS_REQUIRED","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\auth.js",".js","174","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\dailyChallengeApi.js",".js","1538","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeDetailPage.js",".js","8083","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\DailyChallengeHomeCard.js",".js","3344","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\ErrorBoundary.js",".js","828","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\HealthPanel.js",".js","1824","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\_legacy_js_backup_20251208\main.js",".js","666","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\App.tsx",".tsx","1148","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\app\mindlab_kids_runtime.js",".js","3401","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\auth.ts",".ts","218","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\DailyCompletionCard.tsx",".tsx","2603","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ErrorBoundary.tsx",".tsx","784","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\GamePanel.tsx",".tsx","1289","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\HealthPanel.tsx",".tsx","2278","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\components\ProgressPanel.tsx",".tsx","1019","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeDetailPage.tsx",".tsx","6609","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\daily-challenge\DailyChallengeHomeCard.tsx",".tsx","2666","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_content_selector.js",".js","232","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_pack_index.js",".js","433","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\mindlab_kids_seed_puzzles.js",".js","412","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k1.js",".js","704","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k2.js",".js","823","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k3.js",".js","761","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k4.js",".js","427","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\data\kids\packs\mindlab_kids_pack_k5.js",".js","458","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_adaptive_engine.js",".js","275","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_backend_route_probe.js",".js","1146","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_safe_fetch.js",".js","508","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_sync.js",".js","509","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\engine\mindlab_state_tracker.js",".js","362","P2","REVIEW_ONLY","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsGameplayContent.ts",".ts","3970","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsGameplayPanel.tsx",".tsx","5488","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsLanding.tsx",".tsx","2003","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPersistence.ts",".ts","3767","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsPostSessionInsightPanel.tsx",".tsx","2193","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsPostSessionInsights.ts",".ts","2029","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsRouteConfig.ts",".ts","474","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsScoring.ts",".ts","3569","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\adultsSessionModes.ts",".ts","1829","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\adults\AdultsSessionModeSelector.tsx",".tsx","2187","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsGameplayContent.ts",".ts","9868","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsGameplayPanel.tsx",".tsx","12508","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsLanding.tsx",".tsx","7218","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPersistence.ts",".ts","8612","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\KidsPostSessionInsightPanel.tsx",".tsx","1509","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
"frontend\src\features\kids\kidsPostSessionInsights.ts",".ts","3372","P1","PATCH_CANDIDATE","PATCH_ONLY_AFTER_PATH_EXISTS_AND_REPO_CLEAN"
